WKT,nome,descrição
"POLYGON ((-38.568468 -3.721339, -38.566992 -3.720827, -38.561572 -3.719374, -38.560995 -3.721624, -38.558534 -3.720991, -38.551836 -3.722517, -38.54932 -3.72333, -38.548948 -3.723482, -38.549158 -3.72454, -38.547805 -3.724547, -38.546194 -3.72466, -38.545791 -3.726725, -38.545522 -3.726707, -38.540248 -3.728422, -38.540747 -3.724917, -38.541736 -3.72461, -38.541239 -3.723002, -38.541057 -3.722657, -38.541983 -3.715858, -38.541988 -3.715445, -38.542743 -3.714956, -38.542391 -3.714252, -38.541369 -3.711228, -38.541617 -3.711348, -38.542165 -3.712983, -38.542761 -3.712972, -38.543296 -3.713654, -38.543904 -3.713547, -38.545346 -3.712614, -38.545775 -3.712124, -38.545258 -3.711218, -38.545466 -3.711222, -38.545918 -3.71198, -38.546168 -3.712136, -38.547431 -3.71155, -38.548421 -3.710749, -38.548433 -3.710533, -38.547556 -3.708904, -38.54765 -3.708774, -38.548433 -3.71003, -38.548897 -3.710629, -38.549269 -3.710563, -38.549881 -3.71026, -38.55117 -3.709436, -38.551769 -3.708967, -38.552008 -3.7085, -38.551841 -3.708105, -38.551317 -3.707291, -38.551469 -3.707197, -38.552258 -3.708513, -38.552532 -3.708537, -38.553023 -3.708314, -38.554224 -3.707389, -38.555034 -3.706695, -38.555378 -3.706311, -38.555214 -3.705905, -38.554599 -3.704964, -38.554742 -3.704856, -38.555666 -3.706336, -38.555911 -3.706616, -38.556536 -3.706396, -38.556893 -3.706121, -38.557609 -3.705812, -38.558883 -3.705153, -38.559265 -3.704686, -38.558968 -3.70394, -38.55916 -3.703985, -38.559396 -3.704603, -38.559729 -3.705165, -38.560027 -3.705201, -38.561356 -3.7048, -38.562326 -3.704317, -38.563194 -3.70381, -38.563178 -3.703611, -38.561939 -3.700642, -38.561899 -3.700475, -38.56332 -3.698529, -38.564242 -3.698682, -38.564187 -3.698819, -38.563363 -3.698696, -38.562228 -3.700227, -38.562074 -3.700644, -38.563193 -3.70317, -38.563858 -3.703192, -38.565984 -3.703038, -38.566664 -3.702883, -38.568141 -3.702261, -38.568189 -3.702082, -38.569173 -3.701482, -38.569547 -3.701364, -38.570857 -3.700702, -38.570516 -3.699956, -38.570469 -3.699582, -38.571013 -3.700647, -38.571668 -3.700336, -38.572264 -3.699953, -38.573074 -3.69926, -38.574039 -3.698526, -38.574187 -3.698325, -38.574623 -3.698758, -38.57504 -3.69859, -38.575481 -3.69822, -38.576757 -3.696784, -38.57721 -3.69589, -38.576297 -3.694659, -38.576431 -3.694556, -38.57746 -3.695923, -38.577853 -3.695875, -38.578719 -3.695397, -38.579498 -3.694727, -38.58001 -3.694129, -38.580666 -3.693531, -38.580845 -3.693208, -38.580699 -3.692814, -38.581194 -3.692087, -38.581287 -3.692163, -38.580911 -3.69277, -38.581404 -3.693818, -38.581786 -3.693878, -38.582998 -3.693795, -38.583712 -3.69383, -38.584134 -3.693684, -38.5851 -3.693177, -38.585899 -3.692638, -38.586666 -3.692025, -38.58727 -3.691722, -38.587511 -3.692088, -38.587627 -3.692527, -38.587633 -3.694546, -38.587583 -3.696406, -38.588602 -3.69804, -38.589473 -3.699199, -38.589966 -3.699546, -38.590711 -3.70022, -38.593436 -3.701955, -38.594239 -3.702506, -38.595582 -3.70302, -38.597354 -3.703375, -38.599038 -3.703521, -38.600578 -3.703488, -38.601351 -3.703346, -38.602748 -3.702988, -38.6042 -3.702525, -38.604961 -3.702396, -38.606261 -3.702358, -38.607218 -3.702629, -38.60896 -3.70302, -38.609982 -3.703156, -38.611738 -3.703292, -38.614539 -3.703194, -38.616948 -3.703015, -38.618986 -3.70277, -38.620592 -3.702379, -38.621268 -3.702401, -38.621689 -3.702541, -38.622232 -3.702876, -38.622567 -3.703558, -38.622469 -3.705228, -38.622136 -3.706209, -38.621587 -3.707293, -38.621506 -3.708031, -38.621312 -3.708675, -38.621168 -3.709489, -38.620637 -3.70995, -38.619687 -3.709904, -38.61933 -3.709769, -38.618305 -3.70971, -38.617898 -3.710089, -38.617898 -3.710956, -38.618105 -3.711475, -38.618797 -3.712024, -38.618938 -3.712323, -38.619129 -3.713749, -38.619348 -3.714717, -38.619612 -3.71525, -38.620124 -3.715759, -38.620473 -3.716352, -38.620552 -3.716754, -38.620497 -3.717408, -38.620244 -3.718188, -38.61961 -3.719119, -38.619222 -3.719549, -38.618507 -3.719431, -38.618134 -3.718854, -38.617802 -3.718647, -38.617272 -3.718807, -38.611539 -3.720668, -38.606259 -3.72248, -38.60536 -3.722732, -38.605338 -3.722655, -38.60174 -3.723712, -38.58803 -3.727717, -38.584976 -3.728634, -38.584807 -3.729737, -38.584584 -3.731616, -38.572646 -3.726314, -38.571478 -3.72572, -38.570928 -3.725187, -38.570579 -3.724663, -38.569016 -3.72189, -38.568468 -3.721339))",SER 1,
"POLYGON ((-38.46223 -3.732756, -38.461528 -3.732729, -38.45792 -3.730968, -38.457404 -3.730778, -38.45636 -3.730288, -38.456639 -3.729726, -38.457185 -3.729024, -38.457185 -3.728516, -38.457932 -3.72692, -38.458438 -3.726112, -38.459532 -3.723712, -38.460632 -3.721207, -38.461301 -3.719436, -38.46173 -3.718096, -38.462237 -3.716352, -38.462728 -3.715263, -38.463302 -3.713468, -38.463483 -3.712753, -38.463547 -3.710798, -38.463672 -3.710415, -38.464054 -3.707937, -38.46403 -3.707542, -38.46384 -3.707242, -38.460459 -3.705445, -38.460576 -3.705097, -38.460713 -3.705248, -38.462816 -3.706312, -38.466859 -3.708514, -38.467151 -3.708621, -38.467639 -3.708322, -38.46783 -3.707819, -38.468616 -3.707736, -38.469224 -3.707473, -38.470511 -3.706792, -38.471382 -3.705189, -38.472801 -3.702485, -38.473588 -3.701636, -38.474219 -3.701396, -38.479748 -3.699856, -38.482179 -3.698744, -38.4825 -3.698732, -38.482417 -3.699115, -38.482 -3.699091, -38.48138 -3.69933, -38.479486 -3.700215, -38.477935 -3.700647, -38.476251 -3.701182, -38.476061 -3.701816, -38.47543 -3.702522, -38.474806 -3.703514, -38.475426 -3.704192, -38.474269 -3.705396, -38.47317 -3.706387, -38.474052 -3.708935, -38.475242 -3.712272, -38.477214 -3.715154, -38.482423 -3.712199, -38.483079 -3.709808, -38.483328 -3.709879, -38.483104 -3.710669, -38.482898 -3.711024, -38.482617 -3.71229, -38.477273 -3.715317, -38.477381 -3.715476, -38.477215 -3.716261, -38.477538 -3.717289, -38.477049 -3.717478, -38.476582 -3.717271, -38.476159 -3.717679, -38.475984 -3.718176, -38.476044 -3.718595, -38.476278 -3.719256, -38.476551 -3.719604, -38.477924 -3.720463, -38.478083 -3.720217, -38.478702 -3.72035, -38.478899 -3.719906, -38.479093 -3.719935, -38.478894 -3.720694, -38.479957 -3.721128, -38.481293 -3.721814, -38.482291 -3.722241, -38.483016 -3.722422, -38.484012 -3.722358, -38.484333 -3.722274, -38.485074 -3.72239, -38.48581 -3.722766, -38.486286 -3.722862, -38.486858 -3.722671, -38.488129 -3.722407, -38.488522 -3.722429, -38.489944 -3.723271, -38.49025 -3.723587, -38.490738 -3.724276, -38.492526 -3.724624, -38.493635 -3.724668, -38.494432 -3.724457, -38.493887 -3.722626, -38.494572 -3.722724, -38.49417 -3.722892, -38.49472 -3.724586, -38.494934 -3.724974, -38.495852 -3.725034, -38.497186 -3.724843, -38.498282 -3.724628, -38.498938 -3.724569, -38.499914 -3.724354, -38.502214 -3.723912, -38.503325 -3.723518, -38.50418 -3.723148, -38.504422 -3.722926, -38.504251 -3.722526, -38.504351 -3.722431, -38.504537 -3.722809, -38.504716 -3.722753, -38.503972 -3.720569, -38.504152 -3.720497, -38.504671 -3.722031, -38.506087 -3.721593, -38.506802 -3.721414, -38.508053 -3.721019, -38.509137 -3.720589, -38.509936 -3.720183, -38.511151 -3.71935, -38.51241 -3.723382, -38.513522 -3.72688, -38.516408 -3.736118, -38.516667 -3.736034, -38.517554 -3.738914, -38.523928 -3.736904, -38.523647 -3.738296, -38.521503 -3.748499, -38.520994 -3.750972, -38.519881 -3.756703, -38.519619 -3.757991, -38.519197 -3.758967, -38.518998 -3.760066, -38.517981 -3.760185, -38.517708 -3.760617, -38.517277 -3.761063, -38.516547 -3.761579, -38.515106 -3.762173, -38.514426 -3.762389, -38.513705 -3.762523, -38.513052 -3.762395, -38.512543 -3.762417, -38.512209 -3.762567, -38.511069 -3.76275, -38.509783 -3.762766, -38.508622 -3.762548, -38.508193 -3.76262, -38.506918 -3.762458, -38.506365 -3.762447, -38.50543 -3.762324, -38.504996 -3.762196, -38.504382 -3.762174, -38.503525 -3.761829, -38.503221 -3.761551, -38.50292 -3.760912, -38.50242 -3.759321, -38.502022 -3.75825, -38.502018 -3.757775, -38.501813 -3.757389, -38.501333 -3.756867, -38.501101 -3.756766, -38.500811 -3.756272, -38.499927 -3.755836, -38.49868 -3.75566, -38.498071 -3.755392, -38.496388 -3.754865, -38.495695 -3.754532, -38.495003 -3.754024, -38.493393 -3.752641, -38.492789 -3.752287, -38.492302 -3.752178, -38.491644 -3.752176, -38.490659 -3.752309, -38.490229 -3.750374, -38.493912 -3.749198, -38.491789 -3.746549, -38.49057 -3.744931, -38.489827 -3.743729, -38.489476 -3.743002, -38.488833 -3.74198, -38.48804 -3.741135, -38.48725 -3.739868, -38.479683 -3.742304, -38.475177 -3.743776, -38.465642 -3.746839, -38.456887 -3.749661, -38.456271 -3.749759, -38.455478 -3.749632, -38.455557 -3.749394, -38.456956 -3.746493, -38.457766 -3.744857, -38.45875 -3.742941, -38.458944 -3.742424, -38.460235 -3.739748, -38.463552 -3.732914, -38.463958 -3.73206, -38.46223 -3.732756))",SER 2,
"POLYGON ((-38.584807 -3.729737, -38.584976 -3.728634, -38.585934 -3.728364, -38.58803 -3.727717, -38.60174 -3.723712, -38.605338 -3.722655, -38.60536 -3.722732, -38.606259 -3.72248, -38.611539 -3.720668, -38.617272 -3.718807, -38.616732 -3.719563, -38.616861 -3.720011, -38.61717 -3.720167, -38.617658 -3.720144, -38.617961 -3.72037, -38.61805 -3.720757, -38.618011 -3.721153, -38.617621 -3.721977, -38.617218 -3.722073, -38.617063 -3.721769, -38.617116 -3.721246, -38.617039 -3.721032, -38.616707 -3.720748, -38.616343 -3.720744, -38.616 -3.720923, -38.615499 -3.721372, -38.615263 -3.721484, -38.615041 -3.721866, -38.615034 -3.722451, -38.61478 -3.722773, -38.614457 -3.722714, -38.614213 -3.722522, -38.613784 -3.722383, -38.613168 -3.722512, -38.61257 -3.722906, -38.61164 -3.723193, -38.61132 -3.723528, -38.610786 -3.723615, -38.610451 -3.723548, -38.610286 -3.723753, -38.610185 -3.724226, -38.609664 -3.723976, -38.609366 -3.724106, -38.609301 -3.724623, -38.60897 -3.724823, -38.608746 -3.725092, -38.608713 -3.725504, -38.608471 -3.725742, -38.608005 -3.726, -38.606729 -3.726846, -38.606196 -3.726911, -38.605926 -3.727248, -38.605785 -3.727969, -38.605323 -3.728682, -38.604836 -3.729279, -38.604622 -3.730094, -38.604583 -3.730556, -38.603645 -3.732237, -38.602834 -3.73308, -38.602641 -3.7332, -38.601963 -3.733943, -38.601369 -3.734193, -38.601144 -3.73445, -38.601171 -3.734813, -38.601552 -3.735857, -38.601806 -3.736266, -38.602306 -3.736889, -38.602237 -3.737072, -38.601701 -3.737439, -38.601646 -3.737948, -38.601726 -3.738502, -38.601659 -3.739498, -38.601507 -3.740241, -38.60124 -3.740874, -38.60119 -3.741265, -38.601024 -3.741554, -38.600727 -3.741734, -38.600469 -3.74173, -38.60021 -3.741527, -38.599912 -3.74151, -38.599462 -3.741678, -38.598043 -3.743263, -38.598012 -3.743957, -38.597499 -3.74475, -38.597546 -3.745273, -38.597778 -3.746037, -38.59856 -3.746663, -38.598605 -3.747085, -38.598178 -3.747561, -38.597396 -3.747716, -38.596698 -3.747656, -38.596496 -3.747721, -38.596067 -3.748068, -38.59572 -3.748174, -38.595343 -3.747825, -38.59436 -3.747902, -38.593521 -3.748076, -38.592889 -3.748121, -38.592284 -3.748346, -38.590897 -3.748508, -38.589894 -3.748694, -38.589148 -3.748708, -38.588819 -3.748635, -38.588639 -3.74828, -38.587794 -3.747853, -38.58735 -3.747382, -38.587027 -3.747173, -38.586669 -3.746769, -38.58634 -3.746599, -38.586007 -3.746143, -38.585847 -3.745611, -38.585647 -3.74537, -38.585383 -3.744648, -38.585164 -3.744466, -38.584781 -3.744402, -38.58459 -3.744242, -38.584168 -3.743613, -38.584036 -3.743296, -38.58377 -3.743025, -38.58312 -3.742925, -38.582729 -3.742627, -38.582501 -3.742633, -38.582225 -3.742305, -38.58179 -3.742172, -38.580183 -3.741817, -38.579194 -3.741456, -38.578757 -3.741222, -38.57825 -3.740303, -38.577826 -3.739715, -38.577062 -3.739101, -38.576344 -3.738681, -38.57569 -3.738745, -38.575298 -3.738642, -38.574167 -3.738153, -38.573755 -3.737858, -38.573301 -3.737396, -38.573319 -3.737196, -38.571121 -3.736942, -38.569767 -3.736822, -38.569224 -3.73673, -38.569288 -3.7382, -38.569084 -3.738877, -38.567882 -3.74038, -38.567566 -3.740937, -38.566895 -3.741759, -38.56596 -3.742577, -38.564934 -3.74379, -38.564858 -3.743921, -38.563145 -3.746052, -38.562238 -3.747125, -38.560412 -3.749238, -38.559206 -3.750812, -38.557373 -3.752932, -38.555409 -3.755024, -38.551949 -3.751594, -38.550496 -3.750118, -38.547667 -3.747327, -38.545156 -3.74483, -38.544226 -3.743685, -38.543619 -3.743072, -38.543328 -3.742897, -38.54315 -3.742313, -38.543073 -3.741794, -38.543129 -3.740948, -38.543642 -3.738007, -38.541639 -3.737211, -38.541492 -3.737224, -38.538583 -3.737791, -38.538172 -3.738133, -38.537701 -3.737647, -38.537435 -3.737247, -38.536185 -3.733045, -38.54054 -3.731648, -38.5402 -3.730698, -38.539923 -3.730635, -38.540248 -3.728422, -38.540409 -3.728378, -38.545522 -3.726707, -38.545791 -3.726725, -38.546194 -3.72466, -38.547805 -3.724547, -38.549158 -3.72454, -38.548948 -3.723482, -38.54932 -3.72333, -38.551836 -3.722517, -38.558534 -3.720991, -38.558649 -3.720997, -38.560995 -3.721624, -38.561572 -3.719374, -38.566992 -3.720827, -38.567005 -3.720873, -38.568045 -3.721152, -38.568468 -3.721339, -38.569016 -3.72189, -38.570579 -3.724663, -38.570928 -3.725187, -38.571478 -3.72572, -38.571888 -3.725969, -38.572646 -3.726314, -38.584584 -3.731616, -38.584807 -3.729737))",SER 3,
"POLYGON ((-38.519036 -3.759806, -38.519197 -3.758967, -38.51941 -3.758459, -38.519549 -3.758251, -38.519619 -3.757991, -38.519881 -3.756703, -38.520497 -3.75354, -38.520588 -3.753041, -38.520994 -3.750972, -38.521503 -3.748499, -38.521835 -3.746951, -38.521956 -3.746343, -38.522597 -3.743313, -38.523647 -3.738296, -38.523928 -3.736904, -38.52579 -3.736321, -38.528649 -3.735418, -38.530626 -3.734789, -38.532779 -3.734131, -38.534008 -3.733732, -38.536185 -3.733045, -38.536218 -3.733148, -38.537435 -3.737247, -38.537701 -3.737647, -38.538172 -3.738133, -38.538583 -3.737791, -38.541492 -3.737224, -38.541639 -3.737211, -38.543642 -3.738007, -38.543322 -3.739776, -38.543129 -3.740948, -38.543078 -3.741412, -38.543073 -3.741794, -38.54315 -3.742313, -38.543328 -3.742897, -38.543619 -3.743072, -38.543844 -3.743271, -38.544226 -3.743685, -38.545156 -3.74483, -38.546548 -3.746207, -38.547667 -3.747327, -38.550496 -3.750118, -38.551176 -3.750799, -38.551949 -3.751594, -38.555409 -3.755024, -38.555282 -3.755156, -38.55538 -3.755256, -38.553776 -3.756718, -38.553516 -3.756947, -38.555578 -3.759269, -38.556581 -3.760387, -38.556999 -3.760891, -38.557222 -3.761214, -38.557451 -3.761597, -38.557732 -3.762171, -38.558247 -3.763411, -38.559814 -3.767236, -38.563805 -3.765561, -38.565085 -3.765, -38.566708 -3.764139, -38.567502 -3.765376, -38.56803 -3.766102, -38.568284 -3.766361, -38.569067 -3.766903, -38.569362 -3.767197, -38.569688 -3.767614, -38.569817 -3.767879, -38.57038 -3.770091, -38.570607 -3.770597, -38.570858 -3.771027, -38.572158 -3.772365, -38.573215 -3.77348, -38.57487 -3.775294, -38.576203 -3.77678, -38.578659 -3.779599, -38.579265 -3.780275, -38.580202 -3.781364, -38.582019 -3.783441, -38.583449 -3.785094, -38.583707 -3.78545, -38.58427 -3.78629, -38.584466 -3.78656, -38.584826 -3.787323, -38.58516 -3.787532, -38.585688 -3.787981, -38.588019 -3.790375, -38.588618 -3.791003, -38.588107 -3.792254, -38.587079 -3.794869, -38.58637 -3.796627, -38.58565 -3.795847, -38.584758 -3.794863, -38.58418 -3.794241, -38.583012 -3.795358, -38.580321 -3.792462, -38.578438 -3.790422, -38.578101 -3.790065, -38.578136 -3.790714, -38.574657 -3.790828, -38.574685 -3.791456, -38.574422 -3.791459, -38.573219 -3.791067, -38.572081 -3.790725, -38.571787 -3.790592, -38.571625 -3.790476, -38.571444 -3.790249, -38.57102 -3.789569, -38.570499 -3.788923, -38.570245 -3.788738, -38.569423 -3.788396, -38.568804 -3.788168, -38.56848 -3.788106, -38.568096 -3.78811, -38.567746 -3.788018, -38.567471 -3.788044, -38.567296 -3.787933, -38.567063 -3.78766, -38.566738 -3.787554, -38.566756 -3.786721, -38.566699 -3.786361, -38.566228 -3.784773, -38.56578 -3.783291, -38.564113 -3.783812, -38.564016 -3.783516, -38.563104 -3.78242, -38.562318 -3.781452, -38.56064 -3.779398, -38.560192 -3.779783, -38.559867 -3.779986, -38.557554 -3.781229, -38.555195 -3.782508, -38.555176 -3.782477, -38.554763 -3.78276, -38.554502 -3.783011, -38.553905 -3.783896, -38.553305 -3.782414, -38.551937 -3.778983, -38.551521 -3.777948, -38.552654 -3.777596, -38.552286 -3.776512, -38.551678 -3.774688, -38.551029 -3.77278, -38.550383 -3.770918, -38.550265 -3.771056, -38.550341 -3.771483, -38.550814 -3.7729, -38.550927 -3.773342, -38.550957 -3.773749, -38.550904 -3.7743, -38.55078 -3.774736, -38.550566 -3.775195, -38.550365 -3.775501, -38.55015 -3.775763, -38.547054 -3.778479, -38.546504 -3.778824, -38.545868 -3.779135, -38.544421 -3.779591, -38.535349 -3.78235, -38.533998 -3.782755, -38.528939 -3.784357, -38.52843 -3.78447, -38.527947 -3.784496, -38.527465 -3.784455, -38.526968 -3.784333, -38.526683 -3.784231, -38.525377 -3.783553, -38.525129 -3.783468, -38.524542 -3.783329, -38.524142 -3.783304, -38.523635 -3.78335, -38.518604 -3.784329, -38.517783 -3.784444, -38.517458 -3.784423, -38.517167 -3.784304, -38.516909 -3.784044, -38.516758 -3.78372, -38.516644 -3.783258, -38.51641 -3.78262, -38.516148 -3.781833, -38.515783 -3.780838, -38.515519 -3.78018, -38.515252 -3.779769, -38.515061 -3.779582, -38.514727 -3.77936, -38.514497 -3.77927, -38.514803 -3.778096, -38.516477 -3.778563, -38.51792 -3.778932, -38.517808 -3.778275, -38.517898 -3.776313, -38.517931 -3.775892, -38.518032 -3.773671, -38.518068 -3.773187, -38.518222 -3.770056, -38.51707 -3.769882, -38.51732 -3.768987, -38.517824 -3.766973, -38.518068 -3.765925, -38.518226 -3.765102, -38.518487 -3.763417, -38.519036 -3.759806))",SER 4,
"POLYGON ((-38.60196 -3.804791, -38.60017 -3.80293, -38.598818 -3.801562, -38.597495 -3.800168, -38.596156 -3.798778, -38.594961 -3.797547, -38.591736 -3.794211, -38.591041 -3.793498, -38.589304 -3.791702, -38.588618 -3.791003, -38.588019 -3.790375, -38.585688 -3.787981, -38.58516 -3.787532, -38.584826 -3.787323, -38.584644 -3.786913, -38.584466 -3.78656, -38.58427 -3.78629, -38.583707 -3.78545, -38.583449 -3.785094, -38.582019 -3.783441, -38.580202 -3.781364, -38.579829 -3.780923, -38.579265 -3.780275, -38.578659 -3.779599, -38.578505 -3.779414, -38.57791 -3.778744, -38.576203 -3.77678, -38.576944 -3.776487, -38.577095 -3.776448, -38.57766 -3.776401, -38.577974 -3.776354, -38.578257 -3.77626, -38.57893 -3.775977, -38.579464 -3.775825, -38.580919 -3.775505, -38.581933 -3.775264, -38.582134 -3.775177, -38.582289 -3.775054, -38.583378 -3.774098, -38.583656 -3.773766, -38.583887 -3.77357, -38.584492 -3.773215, -38.584658 -3.773135, -38.584896 -3.773113, -38.585269 -3.773212, -38.585462 -3.773308, -38.586102 -3.773672, -38.586561 -3.773879, -38.586803 -3.773936, -38.588246 -3.77403, -38.588641 -3.774065, -38.589026 -3.773818, -38.589988 -3.77322, -38.590488 -3.772859, -38.590784 -3.772615, -38.590948 -3.772517, -38.591699 -3.77315, -38.592026 -3.773386, -38.592654 -3.774037, -38.593955 -3.773032, -38.595562 -3.771775, -38.595778 -3.771856, -38.595895 -3.771953, -38.596002 -3.7722, -38.596029 -3.77265, -38.596118 -3.772876, -38.596446 -3.772745, -38.597016 -3.772352, -38.597144 -3.772287, -38.597831 -3.772002, -38.597964 -3.772645, -38.598063 -3.77295, -38.598165 -3.773076, -38.598343 -3.773219, -38.598531 -3.77329, -38.598847 -3.773301, -38.599959 -3.773129, -38.60026 -3.773176, -38.600459 -3.773283, -38.600641 -3.77351, -38.601089 -3.774122, -38.601444 -3.774505, -38.601777 -3.774673, -38.602066 -3.774747, -38.603589 -3.774912, -38.605986 -3.775201, -38.607131 -3.775435, -38.607627 -3.775528, -38.608887 -3.775694, -38.611544 -3.776037, -38.612604 -3.776179, -38.614545 -3.776374, -38.617944 -3.776727, -38.619579 -3.776909, -38.621193 -3.777059, -38.621731 -3.778975, -38.621941 -3.779682, -38.622516 -3.781788, -38.623952 -3.781371, -38.625448 -3.780959, -38.625806 -3.782315, -38.626009 -3.783024, -38.627452 -3.78263, -38.627623 -3.78331, -38.627817 -3.784004, -38.628028 -3.784678, -38.630278 -3.784053, -38.630901 -3.78387, -38.630954 -3.783824, -38.631376 -3.783742, -38.631544 -3.783687, -38.633429 -3.790581, -38.633855 -3.790748, -38.634379 -3.79123, -38.634952 -3.791458, -38.635054 -3.791717, -38.635236 -3.791849, -38.635277 -3.792044, -38.635164 -3.792238, -38.635158 -3.792606, -38.63497 -3.792726, -38.634872 -3.792836, -38.634862 -3.792933, -38.634934 -3.792971, -38.634976 -3.793094, -38.634898 -3.793233, -38.634876 -3.793373, -38.635009 -3.793509, -38.635234 -3.793543, -38.635451 -3.793614, -38.635509 -3.793696, -38.635576 -3.794083, -38.635713 -3.794435, -38.635681 -3.794742, -38.635628 -3.794872, -38.635483 -3.794956, -38.635381 -3.795223, -38.635265 -3.79542, -38.63518 -3.795498, -38.635124 -3.795739, -38.635195 -3.795911, -38.635362 -3.796091, -38.635301 -3.796421, -38.635217 -3.796651, -38.635122 -3.796777, -38.634947 -3.796912, -38.63458 -3.797065, -38.634452 -3.797206, -38.634361 -3.79746, -38.63438 -3.797753, -38.634526 -3.798064, -38.634604 -3.798365, -38.634813 -3.798476, -38.634828 -3.79865, -38.634793 -3.798794, -38.634856 -3.798916, -38.634928 -3.79894, -38.634997 -3.799075, -38.635289 -3.799064, -38.635404 -3.79934, -38.63543 -3.799633, -38.635565 -3.799965, -38.635755 -3.800163, -38.636021 -3.800235, -38.636547 -3.800502, -38.636686 -3.800602, -38.636832 -3.800767, -38.637103 -3.800837, -38.637356 -3.801028, -38.637772 -3.801192, -38.637903 -3.801395, -38.637726 -3.804688, -38.637165 -3.804782, -38.636751 -3.804863, -38.636665 -3.804932, -38.636341 -3.80503, -38.635279 -3.80523, -38.633229 -3.80567, -38.629768 -3.806537, -38.630154 -3.808254, -38.630527 -3.809744, -38.628204 -3.810353, -38.628067 -3.810371, -38.626861 -3.811228, -38.625542 -3.812231, -38.62152 -3.815259, -38.6225 -3.816966, -38.621405 -3.818044, -38.6206 -3.8188, -38.619799 -3.819568, -38.619002 -3.820345, -38.618135 -3.821218, -38.617861 -3.820951, -38.617781 -3.820993, -38.614267 -3.8174, -38.611847 -3.81493, -38.609578 -3.812623, -38.608842 -3.811866, -38.60698 -3.809968, -38.602725 -3.805565, -38.60196 -3.804791))",SER 5,
